latitude,longitude,num_nearby_attractions
34.07417,-118.36937,3
34.00485,-118.43573,1
33.992095947265625,-117.89627075195312,0
33.856159914145096,-118.3875170144317,11
34.06478,-118.12495,3
33.98825,-118.45401,4
33.98365308810025,-117.88888648152351,0
33.9908,-117.96185,1
33.34396,-118.33004,20
34.09015,-118.34571,8
34.14039,-118.38935,4
33.98838,-118.47049,20
34.055240920018115,-118.38066400190014,0
34.01922,-118.47334,2
34.1128735,-118.0117241,0
34.11119180169769,-118.0535288023006,0
34.09348,-118.34555,20
34.08578,-118.27297,5
34.08911,-118.36385,8
34.04872,-118.24778,20
34.07351,-118.37697,2
33.79728,-118.2067,1
34.180363371264484,-118.4151624206674,2
34.10597,-118.38455,1
34.09679183984876,-118.21358611222246,3
34.06017069988429,-118.3828030856268,1
34.03246,-118.47113,7
34.0970477,-118.3065644,1
34.00081,-118.35219,4
34.1500355641618,-117.9906455309532,3
34.09745,-118.33574,20
33.97805,-118.32112,1
34.06263,-118.2459,20
34.1659,-118.17465,2
34.12075,-118.43048,0
34.09797,-118.35017,20
33.82567,-118.17841,2
33.89759,-118.12931,0
34.10462,-118.27158,2
34.118348456171915,-118.58463632020737,0
34.09943,-117.92498,0
33.76564,-118.17851,11
34.07558,-118.36325,7
33.749802,-118.126373,2
34.09953,-118.38239,3
34.42295,-118.5241,0
34.06503,-118.46896,1
34.10413360595703,-118.33436584472656,20
34.11735352553416,-118.26401688590472,3
34.6464,-118.23337,1
33.96456,-117.97112,0
34.08133,-118.3668,7
34.10286,-118.13223,1
34.16111,-118.37609,4
34.06033,-118.43666,5
33.99726,-117.84834,1
33.97372870872807,-118.4579428237026,2
34.23906,-118.47379,0
34.04784,-118.24947,20
34.05095,-118.26791,14
33.8023,-118.36418,1
34.10458,-118.34246,20
34.193570781545645,-118.32726571708918,2
33.9548846,-118.0273914,0
34.57126,-118.139,0
34.1460077,-118.0119986,3
34.06176404153505,-118.29654059063894,8
34.09668,-118.32277,20
33.35397,-118.33122,10
34.00061,-118.43236,2
34.0398,-118.34483,0
34.12373,-117.90147,3
34.025272896859256,-118.80047160722523,0
33.98958799969688,-118.3352744698364,3
34.0985,-118.27357,2
33.96098,-118.43263,0
33.97889747337674,-118.46670056248324,9
33.77018,-118.18601,17
34.09870732781531,-117.89933603909536,1
34.1165,-118.5889,0
33.99754,-118.45488,4
33.97147,-118.45745,0
34.06114,-117.9827,0
34.16296,-118.4122,0
34.10120233200715,-118.40515733439332,0
33.99314616532394,-118.46225931834444,7
33.91915,-118.36677,3
33.935511447593726,-118.34820481827,1
34.02780062425665,-118.09584620802276,1
33.82515,-118.16967,2
33.9824876978698,-118.35244853623682,3
33.9638383,-117.9719894,0
34.11455705176574,-118.07577817838208,0
34.10399,-118.33132,20
34.06253298644127,-118.37261736450694,3
34.1735,-118.44064,0
33.7292,-118.28567,7
34.21086771009947,-118.60554556433878,3
34.13,-118.2365,1
33.7739,-118.19589,12
34.06007,-118.38469,0
34.09528,-118.27475,4
34.04680408918406,-118.23189035497536,16
34.16772,-118.36489,4
33.8983992,-118.4172915,2
33.98374,-118.46332,14
34.08080953051848,-118.3697491597226,5
34.1036686,-118.0967893,1
34.08962,-118.33502,10
34.00362,-118.23038,0
34.01789,-118.49679,18
33.99881592302004,-118.4624032694378,8
34.14092272752791,-117.95255584467444,2
34.08318,-117.75398,5
33.98095,-118.46912,13
34.07091,-117.71599,0
33.90555840943791,-118.42179229392326,0
34.09865,-118.37298,5
34.01096,-118.81384,0
33.81871,-118.09298,1
34.16879,-118.42304,0
33.98897742234693,-118.29581005256684,3
34.13586,-118.07095,2
34.05147,-118.24428,20
34.06226,-118.339,4
34.06136,-118.3488,7
33.95402128837061,-118.02906167324616,0
34.0958669,-118.0965151,1
34.12249,-117.91094,1
34.05977,-118.38496,0
34.19308,-118.45554,1
33.97259,-118.42601,2
33.88842,-118.41166,5
34.19761,-118.23706,1
33.81309,-118.19205,0
34.11011,-118.29107,2
34.09588,-118.28934,7
34.68547757221062,-118.14422223885732,2
33.97372,-118.37504,1
34.04441,-118.25205,20
33.9751775,-118.3747865,1
34.0611,-118.13872,1
34.06061,-118.01865,1
33.89880772803694,-118.35027982420964,4
33.98483,-117.89503,0
34.13603,-118.36346,20
34.1633644,-118.494312,3
33.76798908969089,-118.18187289461235,13
34.07049912442256,-118.11571045189751,2
34.15045,-118.37431,2
34.06818,-118.12973,1
34.05992,-118.38295,1
34.06324662587264,-118.37537337546703,3
34.12614,-118.21746,0
33.76185,-118.14575,3
34.05211,-118.46172,1
33.9616,-118.45159,1
34.4106832,-118.5617193,3
33.9897,-118.4236829,1
33.98187,-117.90583,1
33.90382043941138,-118.34601622209014,2
33.78902,-118.15707,3
34.0925001,-118.3116132,6
34.05736078580126,-118.2526730470552,17
34.12501,-117.829,0
34.12146,-118.20956,1
34.05803,-118.25798,15
34.144590857541296,-118.13212155152084,9
33.98245,-118.34984,3
34.07353,-118.28554,3
34.700974,-118.209167,0
34.03516,-117.83788,1
33.888496574325075,-118.39816138427402,0
34.04887,-118.38042,0
34.14506,-118.39474,3
34.00263,-118.48005,16
34.05807,-118.38762,0
34.08365,-118.37702,6
34.00064,-118.44768,1
34.10689,-118.36684,1
34.06836657237478,-118.8871233901942,0
33.9287684,-118.1015462,4
34.19242,-118.61449,1
34.07710712764859,-118.39291342594278,2
34.06325,-118.29803,7
34.10457,-118.34347,20
34.05648979951406,-118.30098366172548,9
34.152101413636075,-118.25855691423416,3
34.02709,-118.38091,11
34.15366,-118.41604,0
34.15642,-118.0017,3
34.06057,-118.05741,0
34.02366,-118.44004,3
34.00637,-118.42951,1
34.060780985810766,-118.37476571598384,3
33.95674,-118.36682,1
34.155563312994154,-118.34535718789964,3
33.88359201226703,-118.07695155767212,1
34.11964,-118.42623,0
34.08015,-118.14281,0
33.97293,-118.46268,1
34.013493,-118.294273,7
34.0325728,-118.3790915,9
33.98196,-118.46668,14
34.02115,-118.49776,11
34.00332903620001,-118.23844006554134,0
34.09714,-118.31786,20
34.041245,-118.38665,1
34.09039,-118.346,8
34.09627,-118.34681,20
33.98658,-118.05377,1
34.43185025581904,-118.40464380561728,0
34.11255,-118.29256,3
34.15766988678759,-118.37349195326188,3
34.1665647,-118.0973959,0
34.04211,-118.26033,20
33.87538561884406,-118.1810200003917,0
33.97099,-118.36666,3
33.96123,-118.34422,1
33.82723827886024,-118.17870765913612,2
34.09930618067274,-118.34468962545392,20
34.09198942934224,-118.34562906269096,11
34.06934,-118.46319,2
34.10084,-118.32741,20
34.0897426548753,-118.35015888496171,8
34.05724,-118.02328,1
34.10392,-118.36779,2
33.90997,-118.36592,1
33.98827,-118.33548,3
34.04359,-118.25275,20
33.77078132219591,-118.15397354113922,3
34.09453365966142,-118.31751562791015,13
34.14624601957212,-118.25234838807076,4
34.02121229784864,-118.30441619291943,0
34.11938,-118.35146,5
33.99612,-118.38644,1
34.04968,-118.25137,20
34.57948,-118.14276,0
33.8801,-118.09338,0
33.98361782758653,-118.45202552649938,3
34.10309,-118.2561,6
34.06239,-118.29045,5
33.898236052092074,-118.4148450779361,2
34.059510468649414,-118.08765169505422,1
34.11307,-118.00994,0
34.14701,-118.24917,4
34.1461978,-118.1197238,2
34.11635486995828,-118.08566759328014,0
33.93411,-118.14079,0
33.90128,-118.41994,2
33.98645891685555,-118.39436654097685,3
34.027,-118.26296,2
33.87765,-118.35671,3
34.05348,-118.30376,7
33.89394,-118.14811,2
33.97764,-118.46005,7
34.05396,-118.36844,0
34.21144,-118.37849,1
33.88099568954153,-118.40780339087908,5
34.06001739220137,-118.13115859905751,2
34.13766,-118.07367,2
34.05897,-118.3847,0
33.9524626,-118.4423587,2
34.01735,-118.49373,19
33.96103179851294,-118.44538320452742,1
33.9942176845001,-118.34508183277508,0
33.9976,-118.43778,1
34.05305,-118.52104,3
34.12011198785626,-118.25297506736412,2
33.77803,-118.10111,1
34.038242,-118.531334,4
33.96502,-118.29972,0
33.87181,-118.40033,3
34.07093,-118.39948,11
34.18006,-118.418,2
34.11242,-118.16819,8
34.288021068958074,-118.51329361266455,0
34.05956,-118.38116,2
33.97456,-118.42283,2
34.02267,-118.45743,4
34.11232,-118.28966,1
33.95529,-118.43213,0
34.06004,-118.38438,1
34.22996,-118.23995,1
34.15905,-118.38198,1
33.34181,-118.32686,20
33.99338515727827,-118.46910920598124,20
34.02378,-118.48785,6
34.03722,-118.86641,4
33.94716,-118.20586,0
33.84133,-118.36134,2
34.11817,-118.20795,1
34.00419745465709,-118.46742619285232,3
33.9920831746821,-118.47368641385266,17
34.10624,-118.32258,20
34.10517,-118.33902,20
34.06601,-118.36172,9
33.97638,-118.46521,7
34.06117943317464,-118.43631565630932,6
34.156369108641975,-118.36688061510375,0
34.02414944532153,-118.46234407244133,4
33.99153,-117.90359,0
33.97863,-117.98685,0
34.09976,-118.59703,0
34.09199,-118.33708,12
34.19003,-118.31912,3
34.102305041528915,-118.33543947472482,20
33.79318,-118.16264,6
33.84068,-118.36241,3
33.91147,-118.35696,0
34.04526,-118.27291,12
34.01131222665341,-118.41101766301414,7
34.13134,-117.90329,4
33.994419,-118.449059,2
34.00222,-118.4809,17
34.06584,-118.36216,10
34.03567787445412,-118.46656862483825,5
33.7903,-118.19949,1
34.04419,-118.26475,12
34.05792,-118.30376,11
34.1024,-118.36029,8
34.049458174066146,-118.43554822593288,0
34.14465,-118.74337,1
34.60603721107616,-118.33473517191156,0
34.07953,-118.18555,3
34.09047,-118.33566,11
34.04899,-118.34663,0
34.08935,-118.35964,8
33.934664093135424,-118.35505969152024,1
33.77003,-118.17798,8
33.87551,-118.38365,1
34.06047,-118.37481,3
34.09176,-118.34886,8
34.01342,-118.41791,3
34.05844,-118.38424,0
34.03363,-118.4365,0
34.08748746246672,-118.35987685791152,8
34.16445,-118.45075,1
34.19254,-118.15165,1
34.00282,-118.45618,3
33.99414,-118.47346,17
34.09841,-118.36402,7
34.09414,-118.10731,2
34.24254,-118.45919,0
34.147107212606016,-118.2460577562644,5
34.149728677971424,-118.12638659223866,2
34.05527114868164,-118.3921127319336,1
34.1314500448274,-118.15386872742836,4
34.05474,-118.44083,7
34.14302,-118.40175,2
33.72992,-118.31832,4
34.11886,-118.3558,4
34.14065382045587,-118.06966431943545,2
34.08228,-118.34128,4
34.1779816,-118.2811888,2
34.09967,-118.34379,20
33.99311,-118.47042,20
34.05304,-118.26306,9
33.755083598757345,-118.13350790005175,3
33.85783,-118.39881,9
34.23256,-118.53839,2
33.8606,-118.40079,7
33.99818,-118.45396,3
34.21033,-118.56075,0
34.05474,-118.19889,3
34.10058,-118.29703,5
34.17239,-118.38094,4
34.10039,-118.18839,9
34.0371,-118.47799,5
33.99919,-118.46881,6
34.0387518,-118.6471939,2
34.02301,-118.38522,13
34.09751,-118.34573,20
34.05335,-118.34779,1
34.04547,-118.44935,4
34.1004,-118.3471,20
34.12871,-118.26824,5
33.963286586870474,-118.45191374260251,1
33.75914,-118.13217,4
34.03515,-118.48132,5
34.08113,-118.3167,8
33.9953,-117.82266,0
33.99759,-118.43166,2
33.89901,-118.31313,1
34.10152,-118.34414,20
34.03104,-118.48341,4
34.06932,-118.37121,3
34.05852,-118.39246,1
34.0835,-118.34904,8
34.06728,-118.13457,0
34.13699,-118.81306,2
34.10438,-118.31507,13
34.15714,-118.23653,1
33.82815,-118.38767,2
34.09246,-118.32773,20
33.97584,-118.46023,4
34.14581,-118.08444,1
34.04556,-118.34115,0
34.1148,-118.32152,3
34.0803,-118.25184,7
34.16172,-118.06692,1
34.05831,-118.39248,2
34.0816,-118.34203,4
34.05991,-118.38468,0
34.07420602748348,-118.4316167137334,3
34.165768,-118.631134,2
33.77728,-118.1529,2
34.13708891609885,-118.5260771511912,0
34.18947,-118.40048,2
34.09901,-118.37061,6
34.06176,-118.74391,0
33.93138,-118.1451,1
33.34379,-118.32504,20
34.0176,-118.48884,15
33.9894109772478,-118.47109854973756,20
34.046422512713086,-118.77797010829411,1
33.9727,-118.4289,2
34.10169,-118.34517,20
34.14898,-118.26211,3
34.03158995006263,-118.38956646668902,6
34.03423,-118.12701,3
33.86276,-118.3405,2
33.98637707712433,-118.4428623207858,0
34.11232,-118.25332,6
34.08502,-118.343,6
34.24712,-118.56111,0
34.03766,-118.53221,4
34.09776,-118.35002,20
34.045,-118.25673,20
33.89819,-118.40078,0
33.98852,-118.46061,11
34.08378,-117.92575,0
34.09094,-118.3781,6
34.05554,-118.34815,1
34.14901,-118.4286,0
34.15434091290082,-118.45331061837236,0
34.02511,-118.49161,5
34.07742586495403,-118.08912687737518,0
34.06474,-118.40669,13
34.12034,-117.79888,1
34.08633,-117.98029,1
33.95919644521787,-118.1285731536952,1
34.06669,-118.24091,11
34.17559,-118.45104,0
34.07979891677753,-118.01448721994596,1
34.0444565,-118.2622995,20
34.02417588698313,-118.45939546787096,5
33.97766,-118.45933,5
33.98833,-118.45378,4
34.09356,-118.34571,20
34.10049,-118.3251,20
34.14518,-118.08168,1
33.99564,-118.45737,4
33.97471242238853,-118.37534392949348,1
34.09365,-118.34591,20
34.1485449,-118.5616737,1
34.09396,-118.22093,3
34.10671,-118.32228,20
34.16189154084461,-118.13649576989444,3
34.03975,-118.44368,1
33.969608156036266,-118.03909306786036,4
34.0998,-118.28315,3
34.23726,-118.54855,1
34.02601,-118.43946,2
33.81656,-118.3176,1
34.1195,-118.25306,2
34.10440790635174,-118.38183649132397,1
34.09524,-118.34867,20
34.11369,-118.59034,0
33.98685,-118.457,7
34.06712,-118.34425,3
34.11171,-118.43834,2
33.86793,-118.39509,5
34.02129302353238,-118.36030249822788,2
34.06051,-118.38507,0
34.1784197302521,-118.51805986489764,1
33.88068,-118.39688,1
34.09869,-118.11751,1
34.00869,-118.48567,20
34.053644316672404,-118.24960717852434,20
33.97839,-118.41223,1
34.11834599770705,-118.32521635703318,1
34.09201,-118.34707,9
34.07804,-118.0889,0
34.13366,-118.35358,20
33.98397,-118.32013,2
34.05122,-118.46201,1
34.00844,-118.49353,20
34.28246,-118.44452,1
34.10052,-118.23463,1
34.06633,-118.24472,14
34.05912,-118.38485,0
34.04723,-118.31307,0
34.09139,-117.98306,0
33.86151,-118.39636,8
34.1506459,-118.4010207,2
33.3408,-118.32713,20
34.154962,-118.3387625,6
34.06047,-118.38491,1
34.043110795977064,-118.25843790942164,20
33.99957,-118.4687,5
33.986952496207046,-118.30249618738888,3
34.08577,-118.35471,10
33.77723,-118.39121,0
34.16902,-118.42494,0
33.9606,-118.45233,1
34.097939814195605,-118.31731544589418,20
33.90899,-118.31548,1
34.09085,-118.37802,6
34.0817423,-118.3681744,6
34.10177,-118.33739,20
34.05165,-118.35863,0
34.00965874362819,-118.2363631188321,0
33.96834268062494,-118.1745478776854,1
34.0149,-118.48177,6
34.07377,-118.37956,1
33.99598,-118.47443,16
34.13137,-118.36145,10
34.11184,-118.00481,0
34.00458,-118.80925,2
33.92471,-118.35972,2
34.07942,-118.35726,9
34.17424,-118.55874,0
34.0942,-118.34379,20
34.21123,-118.60478,3
34.08759,-118.35336,9
34.06214,-118.12903,2
34.13789,-118.38789,4
34.06071,-118.28896,4
34.08871,-118.26378,0
34.01166,-118.44288,3
34.19642,-118.51922,1
34.16284,-118.46016,1
34.10617,-118.34584,20
34.5638996483826,-118.08787094548356,0
34.09555,-118.34788,20
33.99885,-118.4323611,2
34.00998,-118.23467,0
34.05851944362548,-118.3849666534129,0
34.21303291138703,-118.51938391460976,0
34.02462,-118.41301,3
34.09823,-118.34253,20
34.15359,-118.13907,13
33.73760253308114,-118.28377589811645,10
34.01382,-117.88624,1
34.13181,-118.35738,19
34.071313678110506,-118.35066264411364,6
34.06715,-118.36261,10
34.06019,-118.44354,7
34.019730398192095,-118.49581966650678,15
34.09191,-118.34895,8
34.1277372,-118.1896745,1
34.10259,-118.02981,0
34.048,-118.12843,2
34.16106,-118.25104,0
34.09139,-118.3745,7
34.1599591816475,-118.34864375350816,0
34.1773,-118.58366,1
34.06762,-118.34863,5
34.10487,-118.3432,20
33.97709,-118.45609,5
34.08194,-118.34044,4
34.11645,-118.2285,1
34.09916,-118.59297,1
34.04472,-117.92635,0
33.8729,-118.36151,3
34.04706,-118.25772,20
33.9818,-118.38414,2
34.206099795426994,-118.2294344331006,2
34.13641,-118.05581,6
34.06025,-118.34161,4
34.05837,-118.29856,9
34.18158,-118.52619,1
34.04766,-118.24906,20
34.02459,-118.48232,3
34.05169,-118.46562,1
34.20415,-118.23462,2
34.01326,-117.88441,1
34.17446,-118.36219,3
34.04261,-118.62474,1
34.01649,-118.49172,20
33.77294,-118.16443,3
34.09285,-118.28625,4
34.03811,-118.44318,1
33.97644,-118.09735,0
34.09754,-118.60198,0
34.11832,-118.31758,4
34.11036,-118.20855,6
34.0939,-118.36018,7
34.09688,-118.31934,20
34.04274,-118.54747,0
34.0872,-118.14478,0
34.05535645204843,-118.2507972097098,20
34.08025,-118.5981,0
34.0487853,-118.3660058,0
33.99317,-118.45921,6
34.11617156732747,-118.579925731993,1
34.09255619451321,-118.35428080000004,8
34.16498,-118.60864,0
34.04009,-118.63852,2
34.09618,-118.37674,8
34.06760375738303,-118.44093777665206,7
33.83448,-118.38433,5
33.88218,-118.40762,4
33.94787,-117.96767,0
34.06191,-118.38374,1
34.04693,-118.24674,20
34.10068,-118.36057,8
34.10108,-118.3438,20
34.0862,-118.59971,0
33.98961,-118.34925,1
34.07626,-118.21435,0
34.09628,-118.33699,20
34.03309,-118.37151,7
34.23844,-118.18826,1
34.0775622,-118.0707787,1
33.84938029688424,-118.34704431488296,1
34.09307,-118.34627,20
34.14192302028275,-118.07936054718824,1
34.68201,-118.11947,0
33.8786843,-118.3542691,4
34.13915,-118.10662,0
34.10293,-118.34773,20
34.14222,-118.23068,1
34.07851,-118.36621,8
34.13573,-118.18427,2
33.99316988066297,-117.963707425292,0
34.0592705170662,-118.38486857507915,0
33.79685847593818,-118.19094562295788,0
34.18638,-118.43582,1
34.0642,-118.40811,10
33.972583963794804,-118.45572354293432,3
34.05868,-118.38439,0
34.07566,-118.22307,4
33.97424,-117.90576,1
34.05877,-118.38459,0
33.76584,-118.18816,20
34.27029,-118.50983,1
34.09613241705864,-118.36689514586688,8
34.08806,-118.27483,5
34.09903,-118.32754,20
34.13573,-118.35261,20
34.06545,-118.37339,3
33.99476,-118.46513,9
34.11950529581621,-118.38387440985952,3
34.09109,-118.36664,9
34.18863,-118.31046,3
33.99403,-118.22794,0
34.11563,-118.05466,0
34.10098,-118.3332,20
34.128176049135845,-118.26059232149429,3
34.006947,-118.443764,2
33.96423572042325,-118.3929522420922,0
34.09549,-118.24916,2
34.00906,-118.28673,7
34.05262,-118.24472,20
34.03244562085915,-118.26366592147204,4
34.1147658,-118.2575279,3
34.0603,-118.3835,1
34.0555308,-117.9220933,0
33.93206,-118.28292,1
34.17106,-118.60802,0
34.05309,-118.43391,4
34.003416628901604,-118.23041653637658,0
34.17941,-118.46123,0
34.04939,-117.97364,0
34.114241776663505,-118.1694487873324,10
34.02592,-118.50479,6
34.06006,-118.38266,1
34.02708,-118.48855,5
34.090560724364884,-118.60290073177686,0
33.82074,-118.32263,2
34.2021,-118.44317,0
34.02957284987605,-118.32190556911524,3
34.09484,-118.1181,2
34.00232,-117.85012,0
34.06096,-118.25189,13
33.96667,-118.37813,2
33.94869,-118.32424,1
34.12013,-118.06174,0
33.99811,-118.47424,13
33.99180443604893,-117.88636140347433,1
34.20024,-118.33596,0
34.1145,-118.26326,2
34.09301168907447,-118.34520240347472,20
34.093949199954125,-118.27869736046186,5
34.01103,-117.9969,1
33.84593,-118.38061,2
34.00846,-118.49281,20
34.09557,-118.32298,20
33.8667197,-118.395451,5
33.90629,-118.09964,1
34.08092,-118.36851,7
34.06244999245435,-118.4285326772322,1
33.95279,-118.351,0
34.09401,-118.34255,20
34.17066854407346,-118.35269396641608,3
34.13091,-118.38577,4
34.10366,-118.0306,0
34.1631584,-118.3710634,5
34.00939589031869,-117.90058434259322,0
33.99484,-118.33632,2
34.02496,-118.38513,12
34.05512,-118.40135,3
34.03438,-118.48354,4
34.05746,-118.42505,2
34.00814,-118.24988,1
34.02609,-117.94952,0
33.81641,-118.12153,1
34.08933636830547,-117.96848285210643,2
34.11084,-118.15218,7
34.09656,-118.04311,1
34.05581,-118.30224,9
34.0604,-118.38312,1
34.03944,-118.86745,4
34.50902,-118.21277,0
33.85275,-118.3968,9
34.10832,-118.03552,0
34.12793,-118.32083,7
34.065372,-118.426437,0
34.10681,-118.27627,4
34.05551,-118.41852,2
34.2648,-118.57906,1
34.04225,-118.37698,3
34.063256056623025,-118.37305547856369,3
34.38843,-117.71695,0
33.8117,-118.39008,4
34.10169981419226,-118.35270690637203,20
34.04703,-117.92047,0
34.14959,-118.21753,1
33.87145642757514,-118.20407912195134,1
34.19146,-118.13046,4
34.00481,-118.4028,4
34.15707,-118.15103,7
34.18013,-118.37749,0
34.03645,-118.43144,1
33.99055,-118.44075,1
34.04768,-118.36838,0
33.99411910577734,-118.44373060934316,1
33.95293,-118.38203,1
33.99764,-118.45438,4
34.14228,-118.07691,2
34.1161186,-117.7433492,1
33.89341,-118.41456,2
34.05832,-118.38477,0
34.11346,-118.17007,9
33.971047889386575,-118.3866139143524,0
34.03278,-118.48841,2
34.02659,-118.37957,12
33.99364,-118.44285,1
34.00622656332352,-118.33732347522944,5
34.10467,-118.33657,20
34.15365,-118.34165,5
34.08585,-118.35038,9
33.99527,-118.32339,0
34.182677697271146,-118.3286877736053,3
33.990100262766866,-118.45700334443453,6
34.17979,-118.61599,0
34.09432005918147,-118.36505696995894,8
34.00045,-118.42317,1
33.9859391,-118.054532,2
34.10516,-118.29167,5
34.0285093,-118.3314349,0
34.06761,-118.29532,5
34.22586,-118.52655,1
33.891326485182084,-118.41305389557894,6
34.09622791473995,-118.34050416839736,20
34.22055,-118.22117,0
34.0937139,-118.1251325,0
34.02776,-118.42257,2
33.81273,-118.12402,1
34.09171,-118.09418,1
33.94146,-118.20486,0
34.04897,-118.4602,1
34.02289226491651,-117.794725097441,1
33.97871,-117.90403,1
34.0696,-118.13418,0
34.06315235737396,-118.54641800346435,1
34.07773,-118.40379,5
34.17011,-118.38651,2
33.99596,-118.41674,1
34.086412121022235,-118.36815132515667,8
33.76709,-118.18816,19
34.10063,-118.35706,7
33.98312,-117.82919,0
34.59772,-118.15199,0
34.04785,-118.18687,2
33.91096,-118.36475,1
34.18955,-118.3715,0
34.13559,-118.38711,3
34.10732,-118.32197,20
34.0783543,-118.0082474,1
34.25152,-118.49199,3
34.12542,-118.32952,1
33.87582,-118.35651,2
34.18174,-118.53238,1
34.66984,-118.10498,0
33.77214,-118.17235,6
34.14724,-118.36182,12
34.04354,-118.37914,0
34.01882,-118.46304,3
34.03328,-118.7276,4
34.07142,-118.36274,6
34.08051,-117.92658,1
34.09673711588971,-118.13702431691716,2
33.9646613,-118.1292743,2
34.16992,-118.2739,0
34.06604,-118.39705,10
34.05866,-118.38306,1
33.76963,-118.18766,17
34.15230283559214,-118.34521050585352,5
34.13977,-118.49053,1
34.02930592337423,-118.31892272571936,3
34.184807,-118.553192,0
34.07168940230792,-118.38130772512208,2
34.02724838256836,-118.48462677001952,3
33.83501,-118.37791,3
34.04805798444929,-118.247261332758,20
34.19732,-118.30475,2
33.97998257197332,-118.31315736460871,3
34.10443,-118.32066,20
33.86912,-118.4001,4
34.10305,-118.22157,3
34.5635,-118.05665,1
34.08943,-118.43755,1
34.10351,-118.3837,1
34.00611,-118.23511,0
33.76566,-118.15774,5
33.76068,-118.13738,4
34.07823,-118.39166,3
34.20658835390649,-118.61557589555842,1
34.10399,-117.85318,1
33.98656,-118.44863,0
34.07113,-118.37602,3
33.9731253736548,-118.23253280234384,3
33.89037,-118.35575,3
34.0273001,-118.4044895,6
34.0345,-118.28941,1
33.897566655728085,-118.41614135270994,2
34.08104727647013,-117.87891499250308,0
34.08242,-118.34806,5
34.1402,-118.24789,3
33.99833,-118.47523,12
33.97529,-118.46067,4
33.98540143950871,-118.4525704273031,3
34.03588,-118.22915,7
34.1806,-118.40077,1
34.19352,-118.14441,1
34.27724,-118.44682,1
33.83042,-118.3444,1
34.11694,-118.5783,1
34.0799298263858,-118.09263790264966,0
34.02888,-118.39561,6
34.23424,-118.48801,0
34.0852,-118.34847,7
34.04885,-118.24905,20
34.04919,-118.46417,1
34.12015,-117.91251,2
34.155067,-118.258278,2
34.0062,-118.42064,2
34.06081,-118.3848,1
33.95226,-118.32225,1
33.9547825,-118.4408211,1
34.00459,-117.87984,1
33.9775,-118.3394,4
34.10025665536488,-118.32798658785316,20
34.12792,-118.08393,0
33.97357,-118.42281,2
34.08709881710034,-118.29019581460447,2
33.98411,-118.47002,17
34.09106,-118.24449,1
34.0695,-118.46429,2
34.01184822195329,-118.42304821988505,1
34.05851,-118.38403,0
33.85895,-118.15507,2
34.0943,-117.73581,1
34.04392,-118.23605,20
34.0961722,-117.8547457,1
33.75714,-118.39607,2
